batch,candidate_rank,density_group,domain,growth_stage,image_id,target_index,uncertainty,reliability,iou,localization_error,occlusion_ratio,selection_rank
1322,50,80-100,UQ_7,Ripening,1323,70,0.3610830307006836,0.8598546385765076,0.8285263776779175,0.17147362232208252,0.0,33
1322,50,80-100,UQ_7,Ripening,1323,71,0.43564221262931824,0.8309163451194763,0.3949480354785919,0.6050519645214081,0.07629869878292084,33
1322,50,80-100,UQ_7,Ripening,1323,72,0.3645080327987671,0.8585253357887268,0.9414984583854675,0.05850154161453247,0.027368420735001564,33
1322,50,80-100,UQ_7,Ripening,1323,73,0.4243548810482025,0.8352972269058228,0.5254938006401062,0.4745061993598938,0.09090909361839294,33
1322,50,80-100,UQ_7,Ripening,1323,74,0.382709801197052,0.8514607548713684,0.784354567527771,0.215645432472229,0.0,33
1322,50,80-100,UQ_7,Ripening,1323,75,0.5326613187789917,0.7932608127593994,0.770330011844635,0.229669988155365,0.10992617160081863,33
1322,50,80-100,UQ_7,Ripening,1323,76,0.40563154220581055,0.8425642251968384,0.008897082880139351,0.9911029171198606,0.07800586521625519,33
1322,50,80-100,UQ_7,Ripening,1323,77,0.3402858078479767,0.8679265975952148,0.7271701693534851,0.2728298306465149,0.0929752066731453,33
1322,50,80-100,UQ_7,Ripening,1323,78,0.29015544056892395,0.8873834609985352,0.9382513761520386,0.061748623847961426,0.7594936490058899,33
1322,50,80-100,UQ_7,Ripening,1323,79,0.35379356145858765,0.862683892250061,0.29683932662010193,0.7031606733798981,0.37593984603881836,33
1322,50,80-100,UQ_7,Ripening,1323,80,0.41445082426071167,0.8391412496566772,0.5523614883422852,0.44763851165771484,0.3125,33
1322,50,80-100,UQ_7,Ripening,1323,81,0.3153412640094757,0.8776081800460815,0.8646780848503113,0.13532191514968872,0.22413793206214905,33
1322,50,80-100,UQ_7,Ripening,1323,82,0.35623955726623535,0.8617345094680786,0.6979191899299622,0.30208081007003784,0.1945578157901764,33
